date,value,position,hold,dailyPnl,cumulativePnl
2025-01-23,-2.0,0,0,0.0,5660000000.0
2025-01-24,-2.5,0,0,0.0,5660000000.0
2025-01-31,-2.75,0,0,0.0,5660000000.0
2025-02-03,-1.2,0,0,0.0,5660000000.0
2025-02-04,-0.4,0,0,0.0,5660000000.0
2025-02-05,-0.3,0,0,0.0,5660000000.0
2025-02-06,0.05,0,0,0.0,5660000000.0
2025-02-07,0.75,0,0,0.0,5660000000.0
2025-02-10,-0.3,0,0,0.0,5660000000.0
2025-02-11,-0.55,0,0,0.0,5660000000.0
2025-02-12,-1.5,0,0,0.0,5660000000.0
2025-02-13,-1.25,0,0,0.0,5660000000.0
2025-02-14,-1.8,0,0,0.0,5660000000.0
2025-02-17,-2.3,0,0,0.0,5660000000.0
2025-02-18,-2.55,0,0,0.0,5660000000.0
2025-02-19,-2.25,0,0,0.0,5660000000.0
2025-02-20,-2.3,0,0,0.0,5660000000.0
2025-02-21,-1.0,0,0,0.0,5660000000.0
2025-02-24,-0.5,0,0,0.0,5660000000.0
2025-02-25,0.0,0,0,0.0,5660000000.0
2025-02-26,1.0,0,0,0.0,5660000000.0
2025-02-27,2.45,0,0,0.0,5660000000.0
2025-02-28,2.25,0,0,0.0,5660000000.0
2025-03-04,1.45,0,0,0.0,5660000000.0
2025-03-05,1.4,0,0,0.0,5660000000.0
2025-03-06,2.0,0,0,0.0,5660000000.0
2025-03-07,2.5,0,0,0.0,5660000000.0
2025-03-10,2.5,0,0,0.0,5660000000.0
2025-03-11,1.75,0,0,0.0,5660000000.0
2025-03-12,3.25,0,0,0.0,5660000000.0
2025-03-13,3.45,0,0,0.0,5660000000.0
2025-03-14,3.45,0,0,0.0,5660000000.0
2025-03-17,4.2,0,0,0.0,5660000000.0
2025-03-18,4.75,0,0,0.0,5660000000.0
2025-03-19,4.6,0,0,0.0,5660000000.0
2025-03-20,3.45,0,0,0.0,5660000000.0
2025-03-21,1.75,0,0,0.0,5660000000.0
2025-03-24,1.45,0,0,0.0,5660000000.0
2025-03-25,1.0,0,0,0.0,5660000000.0
2025-03-26,0.5,0,0,0.0,5660000000.0
2025-03-27,1.75,0,0,0.0,5660000000.0
2025-03-28,0.95,0,0,0.0,5660000000.0
2025-03-31,0.75,0,0,0.0,5660000000.0
2025-04-01,2.0,0,0,0.0,5660000000.0
2025-04-02,3.2,0,0,0.0,5660000000.0
2025-04-03,3.5,0,0,0.0,5660000000.0
2025-04-04,5.5,0,0,0.0,5660000000.0
2025-04-07,6.75,-1,0,-50000000.0,5610000000.0
2025-04-08,6.45,-1,-1,29999999.99999998,5640000000.0
2025-04-09,10.25,-1,-1,-380000000.0,5260000000.0
2025-04-10,5.75,-1,-1,450000000.0,5710000000.0
2025-04-11,4.1,-1,-1,165000000.00000003,5875000000.0
2025-04-14,3.45,-1,-1,64999999.99999995,5940000000.0
2025-04-15,3.95,-1,-1,-50000000.0,5890000000.0
2025-04-16,2.35,-1,-1,160000000.0,6050000000.0
2025-04-17,4.75,-1,-1,-240000000.0,5810000000.0
2025-04-18,5.85,-1,-1,-109999999.99999997,5700000000.0
2025-04-21,7.5,-1,-1,-165000000.00000003,5535000000.0
2025-04-22,7.25,-1,-1,25000000.0,5560000000.0
2025-04-23,6.2,-1,-1,104999999.99999999,5665000000.0
2025-04-24,5.7,-1,-1,50000000.0,5715000000.0
2025-04-25,5.75,-1,-1,-4999999.999999982,5710000000.0
2025-04-28,6.5,-1,-1,-75000000.0,5635000000.0
2025-04-29,6.75,-1,-1,-25000000.0,5610000000.0
2025-04-30,6.45,-1,-1,29999999.99999998,5640000000.0
2025-05-02,5.7,-1,-1,75000000.0,5715000000.0
2025-05-07,6.7,-1,-1,-100000000.0,5615000000.0
2025-05-08,6.25,-1,-1,45000000.000000015,5660000000.0
2025-05-09,6.25,-1,-1,0.0,5660000000.0
2025-05-12,5.45,-1,-1,79999999.99999999,5740000000.0
2025-05-13,3.5,-1,-1,195000000.00000003,5935000000.0
2025-05-14,2.0,0,-1,100000000.0,6035000000.0
2025-05-15,2.0,0,0,0.0,6035000000.0
2025-05-16,1.75,0,0,0.0,6035000000.0
2025-05-19,1.35,0,0,0.0,6035000000.0
2025-05-20,0.2,0,0,0.0,6035000000.0
2025-05-21,0.4,0,0,0.0,6035000000.0
2025-05-22,1.0,0,0,0.0,6035000000.0
2025-05-23,0.7,0,0,0.0,6035000000.0
2025-05-26,0.95,0,0,0.0,6035000000.0
2025-05-27,1.95,0,0,0.0,6035000000.0
2025-05-28,1.2,0,0,0.0,6035000000.0
2025-05-29,2.0,0,0,0.0,6035000000.0
2025-05-30,2.0,0,0,0.0,6035000000.0
2025-06-02,2.0,0,0,0.0,6035000000.0
2025-06-04,3.95,0,0,0.0,6035000000.0
2025-06-05,5.2,0,0,0.0,6035000000.0
2025-06-09,4.5,0,0,0.0,6035000000.0
2025-06-10,1.75,0,0,0.0,6035000000.0
2025-06-11,1.7,0,0,0.0,6035000000.0
2025-06-12,0.7,0,0,0.0,6035000000.0
2025-06-13,1.2,0,0,0.0,6035000000.0
2025-06-16,1.7,0,0,0.0,6035000000.0
2025-06-17,0.5,0,0,0.0,6035000000.0
2025-06-18,0.7,0,0,0.0,6035000000.0
2025-06-19,0.75,0,0,0.0,6035000000.0
2025-06-20,2.2,0,0,0.0,6035000000.0
2025-06-23,2.5,0,0,0.0,6035000000.0
2025-06-24,3.55,0,0,0.0,6035000000.0
2025-06-25,3.45,0,0,0.0,6035000000.0
2025-06-26,4.5,0,0,0.0,6035000000.0
2025-06-27,4.5,0,0,0.0,6035000000.0
2025-06-30,5.0,0,0,0.0,6035000000.0
2025-07-01,4.95,0,0,0.0,6035000000.0
2025-07-02,5.0,0,0,0.0,6035000000.0
2025-07-03,4.0,0,0,0.0,6035000000.0
2025-07-04,3.95,0,0,0.0,6035000000.0
2025-07-07,4.7,0,0,0.0,6035000000.0
2025-07-08,4.95,0,0,0.0,6035000000.0
2025-07-09,5.0,0,0,0.0,6035000000.0
2025-07-10,3.45,0,0,0.0,6035000000.0
2025-07-11,3.95,0,0,0.0,6035000000.0
2025-07-14,4.0,0,0,0.0,6035000000.0
2025-07-15,3.0,0,0,0.0,6035000000.0
2025-07-16,3.5,0,0,0.0,6035000000.0
2025-07-17,3.45,0,0,0.0,6035000000.0
2025-07-18,4.45,0,0,0.0,6035000000.0
2025-07-21,5.0,0,0,0.0,6035000000.0
2025-07-22,5.85,0,0,0.0,6035000000.0
2025-07-23,6.2,0,0,0.0,6035000000.0
2025-07-24,7.25,0,0,0.0,6035000000.0
2025-07-25,6.95,0,0,0.0,6035000000.0
2025-07-28,6.25,0,0,0.0,6035000000.0
2025-07-29,5.45,0,0,0.0,6035000000.0
2025-07-30,5.2,0,0,0.0,6035000000.0
2025-07-31,4.3,0,0,0.0,6035000000.0
2025-08-01,4.0,0,0,0.0,6035000000.0
2025-08-04,4.75,0,0,0.0,6035000000.0
2025-08-05,5.95,0,0,0.0,6035000000.0
2025-08-06,5.5,0,0,0.0,6035000000.0
2025-08-07,5.0,0,0,0.0,6035000000.0
2025-08-08,4.45,0,0,0.0,6035000000.0
2025-08-11,4.5,0,0,0.0,6035000000.0
2025-08-12,4.25,0,0,0.0,6035000000.0
2025-08-13,4.2,0,0,0.0,6035000000.0
2025-08-14,4.45,0,0,0.0,6035000000.0
2025-08-18,4.7,0,0,0.0,6035000000.0
2025-08-19,5.45,0,0,0.0,6035000000.0
2025-08-20,5.2,0,0,0.0,6035000000.0
2025-08-21,4.7,0,0,0.0,6035000000.0
2025-08-22,5.25,0,0,0.0,6035000000.0
2025-08-25,5.25,0,0,0.0,6035000000.0
2025-08-26,4.95,0,0,0.0,6035000000.0
2025-08-27,4.7,0,0,0.0,6035000000.0
2025-08-28,4.75,0,0,0.0,6035000000.0
2025-08-29,4.45,0,0,0.0,6035000000.0
2025-09-01,4.2,0,0,0.0,6035000000.0
2025-09-02,4.2,0,0,0.0,6035000000.0
2025-09-03,4.5,0,0,0.0,6035000000.0
2025-09-04,5.0,0,0,0.0,6035000000.0
2025-09-05,5.5,0,0,0.0,6035000000.0
2025-09-08,5.2,0,0,0.0,6035000000.0
2025-09-09,3.95,0,0,0.0,6035000000.0
2025-09-10,3.5,0,0,0.0,6035000000.0
2025-09-11,4.2,0,0,0.0,6035000000.0
2025-09-12,4.5,0,0,0.0,6035000000.0
2025-09-15,4.35,0,0,0.0,6035000000.0
2025-09-16,2.85,0,0,0.0,6035000000.0
2025-09-17,2.5,0,0,0.0,6035000000.0
2025-09-18,3.25,0,0,0.0,6035000000.0
2025-09-19,3.95,0,0,0.0,6035000000.0
2025-09-22,4.2,0,0,0.0,6035000000.0
2025-09-23,4.25,0,0,0.0,6035000000.0
2025-09-24,3.75,0,0,0.0,6035000000.0
2025-09-25,2.25,0,0,0.0,6035000000.0
2025-09-26,2.0,0,0,0.0,6035000000.0
2025-09-29,4.0,0,0,0.0,6035000000.0
2025-09-30,4.95,0,0,0.0,6035000000.0
2025-10-01,4.75,0,0,0.0,6035000000.0
2025-10-02,3.95,0,0,0.0,6035000000.0
2025-10-10,5.25,0,0,0.0,6035000000.0
2025-10-13,5.45,0,0,0.0,6035000000.0
2025-10-14,5.2,0,0,0.0,6035000000.0
2025-10-15,4.45,0,0,0.0,6035000000.0
2025-10-16,4.25,0,0,0.0,6035000000.0
2025-10-17,3.0,0,0,0.0,6035000000.0
2025-10-20,3.0,0,0,0.0,6035000000.0
2025-10-21,3.75,0,0,0.0,6035000000.0
2025-10-22,3.0,0,0,0.0,6035000000.0
2025-10-23,2.75,0,0,0.0,6035000000.0
2025-10-24,3.0,0,0,0.0,6035000000.0
2025-10-27,3.5,0,0,0.0,6035000000.0
2025-10-28,4.0,0,0,0.0,6035000000.0
2025-10-29,4.25,0,0,0.0,6035000000.0
2025-10-30,3.95,0,0,0.0,6035000000.0
2025-10-31,4.7,0,0,0.0,6035000000.0
2025-11-03,4.45,0,0,0.0,6035000000.0
2025-11-04,3.5,0,0,0.0,6035000000.0
2025-11-05,3.95,0,0,0.0,6035000000.0
2025-11-06,4.65,0,0,0.0,6035000000.0
2025-11-07,6.5,0,0,0.0,6035000000.0
2025-11-10,5.2,0,0,0.0,6035000000.0
2025-11-11,5.2,0,0,0.0,6035000000.0
2025-11-12,6.0,0,0,0.0,6035000000.0
2025-11-13,4.45,0,0,0.0,6035000000.0
2025-11-14,2.75,0,0,0.0,6035000000.0
2025-11-17,0.2,0,0,0.0,6035000000.0
2025-11-18,1.0,0,0,0.0,6035000000.0
2025-11-19,1.25,0,0,0.0,6035000000.0
2025-11-20,2.45,0,0,0.0,6035000000.0
2025-11-21,3.2,0,0,0.0,6035000000.0
2025-11-24,3.0,0,0,0.0,6035000000.0
2025-11-25,3.4,0,0,0.0,6035000000.0
2025-11-26,3.1,0,0,0.0,6035000000.0
2025-11-27,2.25,0,0,0.0,6035000000.0
2025-11-28,0.5,0,0,0.0,6035000000.0
2025-12-01,-0.3,0,0,0.0,6035000000.0
2025-12-02,0.25,0,0,0.0,6035000000.0
2025-12-03,-1.55,0,0,0.0,6035000000.0
2025-12-04,-0.25,0,0,0.0,6035000000.0
2025-12-05,-0.25,0,0,0.0,6035000000.0
2025-12-08,-0.55,0,0,0.0,6035000000.0
2025-12-09,-2.7,0,0,0.0,6035000000.0
2025-12-10,-6.75,0,0,0.0,6035000000.0
2025-12-11,-8.5,0,0,0.0,6035000000.0
2025-12-12,-5.75,0,0,0.0,6035000000.0
2025-12-15,-5.15,0,0,0.0,6035000000.0
2025-12-16,-5.4,0,0,0.0,6035000000.0
2025-12-17,-6.75,0,0,0.0,6035000000.0
2025-12-18,-5.25,0,0,0.0,6035000000.0
2025-12-19,-5.0,0,0,0.0,6035000000.0
2025-12-22,-5.0,0,0,0.0,6035000000.0
2025-12-23,-7.5,0,0,0.0,6035000000.0
2025-12-24,-7.05,0,0,0.0,6035000000.0
2025-12-26,-7.75,0,0,0.0,6035000000.0
2025-12-29,-7.35,0,0,0.0,6035000000.0
2025-12-30,-7.9,0,0,0.0,6035000000.0
2025-12-31,-7.9,0,0,0.0,6035000000.0
2026-01-02,-9.4,0,0,0.0,6035000000.0
2026-01-05,-10.3,0,0,0.0,6035000000.0
2026-01-06,-10.7,0,0,0.0,6035000000.0
2026-01-07,-10.3,0,0,0.0,6035000000.0
2026-01-08,-9.85,0,0,0.0,6035000000.0
2026-01-09,-9.75,0,0,0.0,6035000000.0
2026-01-12,-7.5,0,0,0.0,6035000000.0
2026-01-13,-8.7,0,0,0.0,6035000000.0
2026-01-14,-8.5,0,0,0.0,6035000000.0
2026-01-15,-8.75,0,0,0.0,6035000000.0
2026-01-16,-9.9,0,0,0.0,6035000000.0
2026-01-19,-10.25,0,0,0.0,6035000000.0
2026-01-20,-8.8,0,0,0.0,6035000000.0
2026-01-21,-7.25,0,0,0.0,6035000000.0
2026-01-22,-5.8,0,0,0.0,6035000000.0
2026-01-23,-6.0,0,0,0.0,6035000000.0
2026-01-26,-6.55,0,0,0.0,6035000000.0
2026-01-27,-6.85,0,0,0.0,6035000000.0
2026-01-28,-6.25,0,0,0.0,6035000000.0
2026-01-29,-7.25,0,0,0.0,6035000000.0
2026-01-30,-8.8,0,0,0.0,6035000000.0
2026-02-02,-7.75,0,0,0.0,6035000000.0
2026-02-03,-8.75,0,0,0.0,6035000000.0
2026-02-04,-8.8,0,0,0.0,6035000000.0
2026-02-05,-8.0,0,0,0.0,6035000000.0
2026-02-06,-8.15,0,0,0.0,6035000000.0
2026-02-09,-5.45,0,0,0.0,6035000000.0
2026-02-10,-4.3,0,0,0.0,6035000000.0
2026-02-11,-4.0,0,0,0.0,6035000000.0
2026-02-12,-6.0,0,0,0.0,6035000000.0
2026-02-13,-5.0,0,0,0.0,6035000000.0
2026-02-19,-4.4,0,0,0.0,6035000000.0
2026-02-20,-4.75,0,0,0.0,6035000000.0
2026-02-23,-4.75,0,0,0.0,6035000000.0
2026-02-24,-6.0,0,0,0.0,6035000000.0
2026-02-25,-7.8,0,0,0.0,6035000000.0
2026-02-26,-6.85,0,0,0.0,6035000000.0
2026-02-27,-7.25,0,0,0.0,6035000000.0
2026-03-03,-10.5,0,0,0.0,6035000000.0
2026-03-04,-11.0,0,0,0.0,6035000000.0
2026-03-05,-8.75,0,0,0.0,6035000000.0
2026-03-06,-8.3,0,0,0.0,6035000000.0
2026-03-09,-10.5,0,0,0.0,6035000000.0
2026-03-10,-9.0,0,0,0.0,6035000000.0
2026-03-11,-8.75,0,0,0.0,6035000000.0
2026-03-12,-10.0,0,0,0.0,6035000000.0
2026-03-13,-12.55,0,0,0.0,6035000000.0
2026-03-16,-13.65,0,0,0.0,6035000000.0
2026-03-17,-13.55,0,0,0.0,6035000000.0
2026-03-18,-13.75,0,0,0.0,6035000000.0
2026-03-19,-16.2,0,0,0.0,6035000000.0
2026-03-20,-16.8,0,0,0.0,6035000000.0
2026-03-23,-18.0,0,0,0.0,6035000000.0
2026-03-24,-15.55,0,0,0.0,6035000000.0
2026-03-25,-13.0,0,0,0.0,6035000000.0
2026-03-26,-12.75,0,0,0.0,6035000000.0
2026-03-27,-14.3,0,0,0.0,6035000000.0
2026-03-30,-11.05,0,0,0.0,6035000000.0
2026-03-31,-12.0,0,0,0.0,6035000000.0
2026-04-01,-11.0,0,0,0.0,6035000000.0
2026-04-02,-11.0,0,0,0.0,6035000000.0
2026-04-03,-10.0,0,0,0.0,6035000000.0
2026-04-06,-9.5,0,0,0.0,6035000000.0
2026-04-07,-9.4,0,0,0.0,6035000000.0
2026-04-08,-9.25,0,0,0.0,6035000000.0
2026-04-09,-10.5,0,0,0.0,6035000000.0
2026-04-10,-12.05,0,0,0.0,6035000000.0
2026-04-13,-11.5,0,0,0.0,6035000000.0
2026-04-14,-11.55,0,0,0.0,6035000000.0
2026-04-15,-11.05,0,0,0.0,6035000000.0
2026-04-16,-11.8,0,0,0.0,6035000000.0
2026-04-17,-12.5,0,0,0.0,6035000000.0
2026-04-20,-12.55,0,0,0.0,6035000000.0
2026-04-21,-12.75,0,0,0.0,6035000000.0
2026-04-22,-12.6,0,0,0.0,6035000000.0
2026-04-23,-12.95,0,0,0.0,6035000000.0
2026-04-24,-12.75,0,0,0.0,6035000000.0
2026-04-27,-12.55,0,0,0.0,6035000000.0
2026-04-28,-12.75,0,0,0.0,6035000000.0
2026-04-29,-13.25,0,0,0.0,6035000000.0
2026-04-30,-14.3,0,0,0.0,6035000000.0
2026-05-04,-13.0,0,0,0.0,6035000000.0
2026-05-06,-10.65,0,0,0.0,6035000000.0
2026-05-07,-10.5,0,0,0.0,6035000000.0
2026-05-08,-7.9,0,0,0.0,6035000000.0
2026-05-11,-7.3,0,0,0.0,6035000000.0
2026-05-12,-8.5,0,0,0.0,6035000000.0
2026-05-13,-9.3,0,0,0.0,6035000000.0
2026-05-14,-10.3,0,0,0.0,6035000000.0
2026-05-15,-8.25,0,0,0.0,6035000000.0
2026-05-18,-8.8,0,0,0.0,6035000000.0
2026-05-19,-8.75,0,0,0.0,6035000000.0
2026-05-20,-9.3,0,0,0.0,6035000000.0
2026-05-21,-9.75,0,0,0.0,6035000000.0
2026-05-22,-9.5,0,0,0.0,6035000000.0
2026-05-26,-10.1,0,0,0.0,6035000000.0
2026-05-27,-11.3,0,0,0.0,6035000000.0
2026-05-28,-12.05,0,0,0.0,6035000000.0
2026-05-29,-13.05,0,0,0.0,6035000000.0
2026-06-01,-15.0,0,0,0.0,6035000000.0
2026-06-02,-15.5,0,0,0.0,6035000000.0
2026-06-04,-17.25,0,0,0.0,6035000000.0
2026-06-05,-17.75,0,0,0.0,6035000000.0
2026-06-08,-17.5,0,0,0.0,6035000000.0
2026-06-09,-17.5,0,0,0.0,6035000000.0
2026-06-10,-12.3,0,0,0.0,6035000000.0
2026-06-11,-11.65,0,0,0.0,6035000000.0
2026-06-12,-12.5,0,0,0.0,6035000000.0
2026-06-15,-10.5,0,0,0.0,6035000000.0
2026-06-16,-11.0,0,0,0.0,6035000000.0
2026-06-17,-10.75,0,0,0.0,6035000000.0
2026-06-18,-12.3,0,0,0.0,6035000000.0
2026-06-19,-12.05,0,0,0.0,6035000000.0
2026-06-22,-13.5,0,0,0.0,6035000000.0
2026-06-23,-14.25,0,0,0.0,6035000000.0
2026-06-24,-12.25,0,0,0.0,6035000000.0
2026-06-25,-10.8,0,0,0.0,6035000000.0
2026-06-26,-9.9,0,0,0.0,6035000000.0
2026-06-29,-9.25,0,0,0.0,6035000000.0
2026-06-30,-10.55,0,0,0.0,6035000000.0
2026-07-01,-11.9,0,0,0.0,6035000000.0
2026-07-02,-12.5,0,0,0.0,6035000000.0
2026-07-03,-12.25,0,0,0.0,6035000000.0
2026-07-06,-9.0,0,0,0.0,6035000000.0
2026-07-07,-8.8,0,0,0.0,6035000000.0
2026-07-08,-8.15,0,0,0.0,6035000000.0
2026-07-09,-8.0,0,0,0.0,6035000000.0
2026-07-10,-8.25,0,0,0.0,6035000000.0
2026-07-13,-7.25,0,0,0.0,6035000000.0
2026-07-14,-8.0,0,0,0.0,6035000000.0
2026-07-15,-8.3,0,0,0.0,6035000000.0
2026-07-16,-7.05,0,0,0.0,6035000000.0
2026-07-20,-5.8,0,0,0.0,6035000000.0
2026-07-21,-4.4,0,0,0.0,6035000000.0
2026-07-22,-5.0,0,0,0.0,6035000000.0
2026-07-23,-5.55,0,0,0.0,6035000000.0
2026-07-24,-6.55,0,0,0.0,6035000000.0
2026-07-27,-6.3,0,0,0.0,6035000000.0
2026-07-28,-6.0,0,0,0.0,6035000000.0
2026-07-29,-4.95,0,0,0.0,6035000000.0
2026-07-30,-6.55,0,0,0.0,6035000000.0
2026-07-31,-8.0,0,0,0.0,6035000000.0
2026-08-03,-6.55,0,0,0.0,6035000000.0
2026-08-04,-4.75,0,0,0.0,6035000000.0
2026-08-05,-4.8,0,0,0.0,6035000000.0
2026-08-06,-3.25,-1,0,-50000000.0,5985000000.0
2026-08-07,-4.8,-1,-1,154999999.99999997,6140000000.0
2026-08-10,-4.5,-1,-1,-29999999.99999998,6110000000.0
2026-08-11,-5.3,-1,-1,79999999.99999999,6190000000.0
2026-08-12,-5.05,-1,-1,-25000000.0,6165000000.0
2026-08-13,-6.3,-1,-1,125000000.0,6290000000.0
2026-08-14,-5.5,-1,-1,-79999999.99999999,6210000000.0
2026-08-18,-4.75,-1,-1,-75000000.0,6135000000.0
2026-08-19,-4.3,-1,-1,-45000000.000000015,6090000000.0
2026-08-20,-3.3,-1,-1,-100000000.0,5990000000.0
2026-08-21,-2.5,-1,-1,-79999999.99999999,5910000000.0
2026-08-24,-1.0,-1,-1,-150000000.0,5760000000.0
2026-08-25,-1.9,-1,-1,89999999.99999999,5850000000.0
2026-08-26,0.7,-1,-1,-259999999.99999997,5590000000.0
2026-08-27,-0.5,-1,-1,120000000.0,5710000000.0
2026-08-28,-2.25,-1,-1,175000000.0,5885000000.0
