,KTB_3Y_bp,KTB_10Y_bp,slope_10y_3y_bp
2020-04-02,105.69999999999999,152.0,46.30000000000001
2020-04-03,106.5,155.0,48.5
2020-04-06,106.0,155.1,49.099999999999994
2020-04-07,104.7,158.00000000000003,53.300000000000026
2020-04-08,101.5,151.4,49.900000000000006
2020-04-09,99.2,144.4,45.2
2020-04-10,97.0,145.5,48.5
2020-04-13,99.7,147.5,47.8
2020-04-14,100.0,146.2,46.19999999999999
2020-04-16,98.99999999999999,142.0,43.000000000000014
2020-04-17,101.0,144.9,43.900000000000006
2020-04-20,101.5,144.2,42.69999999999999
2020-04-21,103.5,145.5,42.0
2020-04-22,104.2,154.0,49.8
2020-04-23,102.7,154.8,52.10000000000001
2020-04-24,100.69999999999999,153.5,52.80000000000001
2020-04-27,102.6,158.00000000000003,55.400000000000034
2020-04-28,103.0,155.20000000000002,52.20000000000002
2020-04-29,101.0,151.7,50.69999999999999
2020-05-04,97.19999999999999,149.6,52.400000000000006
2020-05-06,95.7,151.49999999999997,55.79999999999997
2020-05-07,93.5,147.0,53.5
2020-05-08,91.0,142.5,51.5
2020-05-11,93.00000000000001,147.0,53.999999999999986
2020-05-12,88.5,143.0,54.5
2020-05-13,86.0,139.2,53.19999999999999
2020-05-14,86.7,138.0,51.3
2020-05-15,87.0,137.7,50.69999999999999
2020-05-18,88.5,139.5,51.0
2020-05-19,87.50000000000001,139.2,51.699999999999974
2020-05-20,86.7,136.0,49.3
2020-05-21,86.0,134.1,48.099999999999994
2020-05-22,83.19999999999999,134.0,50.80000000000001
2020-05-25,81.2,131.2,49.999999999999986
2020-05-26,84.2,133.7,49.499999999999986
2020-05-27,85.0,133.1,48.099999999999994
2020-05-28,81.7,135.00000000000003,53.300000000000026
2020-05-29,80.9,136.5,55.599999999999994
2020-06-01,83.5,140.2,56.69999999999999
2020-06-02,83.0,135.70000000000002,52.70000000000002
2020-06-03,86.5,141.70000000000002,55.20000000000002
2020-06-04,88.5,142.7,54.19999999999999
2020-06-05,89.7,146.0,56.3
2020-06-08,89.7,144.7,54.999999999999986
2020-06-09,85.0,138.2,53.19999999999999
2020-06-10,83.69999999999999,138.5,54.80000000000001
2020-06-11,83.69999999999999,138.2,54.5
2020-06-12,84.1,138.0,53.900000000000006
2020-06-15,86.7,142.2,55.499999999999986
2020-06-16,85.69999999999999,140.79999999999998,55.099999999999994
2020-06-17,87.50000000000001,139.79999999999998,52.29999999999997
2020-06-18,82.89999999999999,137.5,54.60000000000001
2020-06-19,84.7,139.0,54.3
2020-06-22,84.7,139.0,54.3
2020-06-23,82.2,137.5,55.3
2020-06-24,81.99999999999999,136.2,54.2
2020-06-25,81.49999999999999,133.7,52.2
2020-06-26,81.2,132.5,51.3
2020-06-29,83.69999999999999,135.70000000000002,52.00000000000003
2020-06-30,84.49999999999999,138.5,54.000000000000014
2020-07-01,84.49999999999999,139.99999999999997,55.499999999999986
2020-07-02,82.69999999999999,137.5,54.80000000000001
2020-07-03,83.5,138.2,54.69999999999999
2020-07-06,85.5,141.0,55.5
2020-07-07,84.0,138.70000000000002,54.70000000000002
2020-07-08,83.69999999999999,137.5,53.80000000000001
2020-07-09,84.0,139.7,55.69999999999999
2020-07-10,84.60000000000001,139.7,55.09999999999998
2020-07-13,86.0,142.29999999999998,56.29999999999998
2020-07-14,85.2,141.2,55.999999999999986
2020-07-15,84.49999999999999,141.2,56.7
2020-07-16,82.5,137.0,54.5
2020-07-17,81.2,135.00000000000003,53.800000000000026
2020-07-20,80.20000000000002,133.2,52.99999999999997
2020-07-21,81.7,135.20000000000002,53.500000000000014
2020-07-22,80.4,134.20000000000002,53.80000000000001
2020-07-23,80.0,132.20000000000002,52.20000000000002
2020-07-24,80.0,130.20000000000002,50.20000000000002
2020-07-27,80.0,129.20000000000002,49.20000000000002
2020-07-28,81.3,132.5,51.2
2020-07-29,81.2,130.5,49.3
2020-07-30,79.7,127.49999999999999,47.79999999999998
2020-07-31,79.2,129.5,50.3
2020-08-03,79.5,130.20000000000002,50.70000000000002
2020-08-04,80.0,130.5,50.5
2020-08-05,79.7,129.20000000000002,49.500000000000014
2020-08-06,80.5,130.5,50.0
2020-08-07,81.00000000000001,132.7,51.699999999999974
2020-08-10,82.69999999999999,136.2,53.5
2020-08-11,81.99999999999999,134.5,52.500000000000014
2020-08-12,82.69999999999999,138.0,55.30000000000001
2020-08-13,81.2,135.70000000000002,54.500000000000014
2020-08-14,82.69999999999999,139.99999999999997,57.29999999999998
2020-08-18,81.00000000000001,135.20000000000002,54.2
2020-08-19,80.7,135.20000000000002,54.500000000000014
2020-08-20,81.49999999999999,138.0,56.500000000000014
2020-08-21,85.5,141.0,55.5
2020-08-24,82.5,138.2,55.69999999999999
2020-08-25,82.5,138.70000000000002,56.20000000000002
2020-08-26,83.5,140.5,57.0
2020-08-27,85.5,142.29999999999998,56.79999999999998
2020-08-28,89.2,148.5,59.3
2020-08-31,94.69999999999999,152.7,58.0
2020-09-01,96.49999999999999,157.00000000000003,60.50000000000004
2020-09-02,91.70000000000002,153.7,61.99999999999997
2020-09-03,92.2,153.0,60.8
2020-09-04,93.99999999999999,154.0,60.000000000000014
2020-09-07,97.5,157.7,60.19999999999999
2020-09-08,94.19999999999999,155.0,60.80000000000001
2020-09-09,91.0,151.7,60.69999999999999
2020-09-10,91.2,152.20000000000002,61.000000000000014
2020-09-11,93.00000000000001,153.2,60.199999999999974
2020-09-14,91.70000000000002,151.2,59.49999999999997
2020-09-15,90.50000000000001,150.0,59.499999999999986
2020-09-16,91.4,148.2,56.79999999999998
2020-09-17,91.0,150.0,59.0
2020-09-18,90.50000000000001,150.5,59.999999999999986
2020-09-21,90.50000000000001,149.50000000000003,59.000000000000014
2020-09-22,89.7,146.70000000000002,57.000000000000014
2020-09-23,88.5,145.0,56.5
2020-09-24,85.2,142.7,57.499999999999986
2020-09-25,85.0,142.7,57.69999999999999
2020-09-28,84.0,142.7,58.69999999999999
2020-09-29,84.2,142.7,58.499999999999986
2020-10-05,87.7,148.0,60.3
2020-10-06,90.2,153.5,63.3
2020-10-07,90.7,153.3,62.60000000000001
2020-10-08,90.2,154.1,63.89999999999999
2020-10-12,92.4,155.7,63.29999999999998
2020-10-13,92.0,152.0,60.0
2020-10-14,89.7,151.2,61.499999999999986
2020-10-15,87.0,147.20000000000002,60.20000000000002
2020-10-16,89.0,150.0,61.0
2020-10-19,89.2,144.0,54.8
2020-10-20,91.2,146.50000000000003,55.300000000000026
2020-10-21,93.00000000000001,152.0,58.999999999999986
2020-10-22,92.0,150.5,58.5
2020-10-23,91.0,149.50000000000003,58.50000000000003
2020-10-26,90.7,148.5,57.8
2020-10-27,91.5,150.7,59.19999999999999
2020-10-28,91.0,149.70000000000002,58.70000000000002
2020-10-29,92.2,152.0,59.8
2020-10-30,93.5,155.20000000000002,61.70000000000002
2020-11-02,96.89999999999999,160.49999999999997,63.59999999999998
2020-11-03,97.69999999999999,160.49999999999997,62.79999999999998
2020-11-04,95.0,156.5,61.5
2020-11-05,92.2,152.5,60.3
2020-11-06,94.69999999999999,156.5,61.80000000000001
2020-11-09,95.5,156.5,61.0
2020-11-10,98.2,162.99999999999997,64.79999999999997
2020-11-11,98.7,167.0,68.3
2020-11-12,96.7,164.6,67.89999999999999
2020-11-13,95.99999999999999,162.7,66.7
2020-11-16,96.7,162.00000000000003,65.30000000000003
2020-11-17,95.99999999999999,162.20000000000002,66.20000000000003
2020-11-18,94.5,160.40000000000003,65.90000000000003
2020-11-19,95.7,161.70000000000002,66.00000000000001
2020-11-20,96.7,161.20000000000002,64.50000000000001
2020-11-23,95.5,158.20000000000002,62.70000000000002
2020-11-24,95.99999999999999,159.5,63.500000000000014
2020-11-25,97.19999999999999,163.5,66.30000000000001
2020-11-26,98.5,165.70000000000002,67.20000000000002
2020-11-27,97.69999999999999,163.99999999999997,66.29999999999998
2020-11-30,98.0,166.2,68.19999999999999
2020-12-01,97.69999999999999,164.5,66.80000000000001
2020-12-02,98.2,167.5,69.3
2020-12-03,96.49999999999999,165.70000000000002,69.20000000000003
2020-12-04,97.0,166.39999999999998,69.39999999999998
2020-12-07,95.99999999999999,164.20000000000002,68.20000000000003
2020-12-08,95.99999999999999,164.20000000000002,68.20000000000003
2020-12-09,95.7,165.2,69.49999999999999
2020-12-10,97.19999999999999,165.2,68.0
2020-12-11,97.69999999999999,165.70000000000002,68.00000000000003
2020-12-14,98.5,167.0,68.5
2020-12-15,98.2,167.2,68.99999999999999
2020-12-16,98.99999999999999,169.7,70.7
2020-12-17,99.5,173.10000000000002,73.60000000000002
2020-12-18,96.49999999999999,170.70000000000002,74.20000000000003
2020-12-21,95.99999999999999,167.7,71.7
2020-12-22,94.19999999999999,165.5,71.30000000000001
2020-12-23,92.7,163.7,70.99999999999999
2020-12-24,95.19999999999999,169.20000000000002,74.00000000000003
2020-12-28,95.7,167.7,71.99999999999999
2020-12-29,98.0,169.7,71.69999999999999
2020-12-30,97.0,172.2,75.19999999999999
2021-01-04,95.5,173.2,77.69999999999999
2021-01-05,93.7,169.5,75.8
2021-01-06,95.99999999999999,173.2,77.2
2021-01-07,97.0,172.0,75.0
2021-01-08,97.69999999999999,172.0,74.30000000000001
2021-01-11,96.49999999999999,168.5,72.00000000000001
2021-01-12,97.69999999999999,171.70000000000002,74.00000000000003
2021-01-13,97.5,171.70000000000002,74.20000000000002
2021-01-14,98.7,173.2,74.49999999999999
2021-01-15,97.0,173.0,76.0
2021-01-18,96.7,171.0,74.3
2021-01-19,97.69999999999999,171.0,73.30000000000001
2021-01-20,97.5,170.20000000000002,72.70000000000002
2021-01-21,97.0,170.20000000000002,73.20000000000002
2021-01-22,98.99999999999999,175.5,76.50000000000001
2021-01-25,100.49999999999999,177.7,77.2
2021-01-26,100.19999999999999,176.7,76.5
2021-01-27,98.7,176.2,77.49999999999999
2021-01-28,97.69999999999999,176.5,78.80000000000001
2021-01-29,97.19999999999999,176.5,79.30000000000001
2021-02-01,98.7,179.20000000000002,80.50000000000001
2021-02-02,98.0,176.5,78.5
2021-02-03,97.69999999999999,176.7,79.0
2021-02-04,98.0,179.0,81.0
2021-02-05,98.2,178.2,79.99999999999999
2021-02-08,99.5,182.7,83.19999999999999
2021-02-09,98.99999999999999,182.0,83.00000000000001
2021-02-10,99.2,183.0,83.8
2021-02-15,99.39999999999999,186.5,87.10000000000001
2021-02-16,98.0,184.5,86.5
2021-02-17,98.2,186.20000000000002,88.00000000000001
2021-02-18,98.5,185.5,87.0
2021-02-19,99.5,187.7,88.19999999999999
2021-02-22,102.00000000000001,192.99999999999997,90.99999999999996
2021-02-23,101.5,189.2,87.69999999999999
2021-02-24,100.19999999999999,185.3,85.10000000000002
2021-02-25,99.6,189.29999999999998,89.69999999999999
2021-02-26,102.00000000000001,197.0,94.99999999999999
2021-03-02,102.2,197.0,94.8
2021-03-03,101.69999999999999,195.0,93.30000000000001
2021-03-04,103.5,196.7,93.19999999999999
2021-03-05,106.69999999999999,199.50000000000003,92.80000000000004
