n,level_min,level_max,crosses_zero,near_zero_denominators,sd_of_diffs_bp,sd_of_returns_pct,ratio_returns_to_diffs,series
1574,-59.17333333333329,116.54666666666668,True,0,4.834422706320932,233.20557091134532,48.23855609614622,KTB 3Y minus its 60d mean (bp)
1574,-63.68166666666673,112.49333333333323,True,0,5.084267698943114,1548.934321220435,304.65239301668123,KTB 5Y minus its 60d mean (bp)
1574,-70.14166666666665,94.42833333333334,True,0,4.987138170212289,1240.7321263563347,248.78639492426979,KTB 10Y minus its 60d mean (bp)
